Tarih;PM10;SO2;CO;NO2;NOX;NO;HavaSicakligi;BagilNem;PM25;IstasyonTipi;Gece/Gunduz;Haftasonu/Haftaici
25.08.2011 00:00;47,49;4,46;486,39;56,62;108,28;52,55;23,09;63,13;27,86;Sanayi;Gece;Haftaici
24.08.2011 12:00;40,92;5,15;579,92;78,94;161,7;83,97;29,83;42,57;22,51;Sanayi;Gunduz;Haftaici
24.08.2011 00:00;42,2;3,42;488,75;50,37;102,96;53,46;22,94;64,58;21,82;Sanayi;Gece;Haftaici
22.08.2011 12:00;73,61;5,44;642,95;72,23;144,61;73,36;29,83;42,12;23,2;Sanayi;Gunduz;Haftaici
22.08.2011 00:00;86,16;2,99;653,2;57,73;121,72;64,87;24,02;61,24;31,87;Sanayi;Gece;Haftaici
21.08.2011 12:00;55,43;3,45;527,71;60,23;110,9;51,77;30,18;41,63;24,14;Sanayi;Gunduz;Haftasonu 
21.08.2011 00:00;67,18;3,74;406,02;37,02;57,25;21,46;23,26;66,62;37,2;Sanayi;Gece;Haftasonu 
20.08.2011 12:00;66,66;5,68;626,1;64,79;106,4;42,22;29,01;49,68;27,42;Sanayi;Gunduz;Haftasonu 
20.08.2011 00:00;73,41;4,94;379,64;40,32;71,46;32,38;22,85;65,96;31,77;Sanayi;Gece;Haftasonu 
19.08.2011 12:00;85,91;6,03;822,94;77,8;170,64;94,01;28,23;47,55;20,32;Sanayi;Gunduz;Haftaici
19.08.2011 00:00;84,9;5,2;529,91;52,76;104,59;53,4;23,58;64,71;35,44;Sanayi;Gece;Haftaici
18.08.2011 12:00;104,11;5,21;1003,2;77,39;154,4;78,3;29,44;49,12;41,55;Sanayi;Gunduz;Haftaici
18.08.2011 00:00;87,49;5,01;706,37;54,45;104,68;51,24;24,9;61,48;41,26;Sanayi;Gece;Haftaici
17.08.2011 12:00;82,15;8,17;766,88;74,86;139,62;65,44;30,94;43,77;27,83;Sanayi;Gunduz;Haftaici
17.08.2011 00:00;92,56;7,73;563,46;56,7;105,99;50,32;25,3;57,1;34,49;Sanayi;Gece;Haftaici
15.08.2011 00:00;129,68;4,73;769,09;57,47;115,46;58,35;18,87;52,14;40,37;Sanayi;Gece;Haftaici
14.08.2011 12:00;114,7;3,78;513,41;60,55;105,13;44,93;24,77;31,09;29,41;Sanayi;Gunduz;Haftasonu 
14.08.2011 00:00;164,09;3,87;406,83;55,79;88,34;32,79;17,72;71,66;66,87;Sanayi;Gece;Haftasonu 
13.08.2011 12:00;94,19;2,73;729,37;65,79;133,56;68,52;22,03;46,03;30,7;Sanayi;Gunduz;Haftasonu 
13.08.2011 00:00;68,04;3,01;359,6;40;63,21;23,72;16,6;63,06;32,31;Sanayi;Gece;Haftasonu 
12.08.2011 12:00;63,62;7;713,15;71,9;136,74;65,72;19,22;53,61;29,48;Sanayi;Gunduz;Haftaici
11.08.2011 12:00;89,76;5,24;675,19;73,5;135,18;62,58;24,97;42,81;44,68;Sanayi;Gunduz;Haftaici
11.08.2011 00:00;52,71;5,74;563,27;46,94;89,3;42,72;21,2;46,2;32,48;Sanayi;Gece;Haftaici
9.08.2011 12:00;51,48;8,05;776,35;97,78;159,78;62,56;28,76;17,95;30,93;Sanayi;Gunduz;Haftaici
9.08.2011 00:00;58,3;12,24;534,59;54,41;97,06;42,81;20,84;38,34;32,54;Sanayi;Gece;Haftaici
8.08.2011 12:00;54,4;2,6;868,46;99,62;180,75;81,46;27,68;24,12;29,16;Sanayi;Gunduz;Haftaici
8.08.2011 00:00;46,05;3,99;509,51;47,72;96,01;48,68;19,46;49,46;29,51;Sanayi;Gece;Haftaici
6.08.2011 12:00;36,4;6,51;529,72;53,46;99,74;47,04;25,5;28,47;22,79;Sanayi;Gunduz;Haftasonu 
6.08.2011 00:00;38,97;5,98;451,74;34,32;78,12;44,35;18,67;56,35;28,16;Sanayi;Gece;Haftasonu 
3.08.2011 12:00;46,39;3,21;777,55;66,32;146,84;81,16;24,53;36,99;25,06;Sanayi;Gunduz;Haftaici
2.08.2011 12:00;51,42;4,09;674,44;59,21;112,59;53,59;25,07;49,56;34,6;Sanayi;Gunduz;Haftaici
1.08.2011 12:00;81,78;1,9;1101,62;88,92;152,12;63,95;30,72;32,7;26,59;Sanayi;Gunduz;Haftaici
30.07.2011 00:00;93;33,94;767,44;78,88;138,17;59,49;23,05;37,7;47,54;Sanayi;Gece;Haftasonu 
29.07.2011 12:00;67,22;6,3;1123,69;111,59;182,32;71,19;31,02;25,79;31,19;Sanayi;Gunduz;Haftaici
28.07.2011 12:00;58,1;5,45;925,09;77,02;156,82;80,9;30,63;22,67;23,3;Sanayi;Gunduz;Haftaici
27.07.2011 12:00;72,02;6,93;986,23;95,66;165,82;70,93;30,54;28,1;43,19;Sanayi;Gunduz;Haftaici
22.07.2011 12:00;60,39;5,94;795,53;76,41;143,37;67,66;26,79;31,86;38,01;Sanayi;Gunduz;Haftaici
21.07.2011 00:00;97,33;52,1;652,31;70,79;122,6;51,94;22,26;42,09;49,89;Sanayi;Gece;Haftaici
20.07.2011 12:00;65,73;8,28;933,33;91,03;166,91;76,64;28,41;27,83;38,19;Sanayi;Gunduz;Haftaici
20.07.2011 00:00;64,71;9,64;554,64;49,86;90,53;40,84;20,55;58,76;55,25;Sanayi;Gece;Haftaici
19.07.2011 12:00;52,86;5,7;888,47;67,48;148,59;82,05;26,3;34,94;39,24;Sanayi;Gunduz;Haftaici
19.07.2011 00:00;63,19;6,56;592,28;52,87;99,09;46,47;20,05;49,3;35,98;Sanayi;Gece;Haftaici
18.07.2011 12:00;49,16;9,15;663,14;67,16;124,52;57,55;26,51;30,46;32,1;Sanayi;Gunduz;Haftaici
18.07.2011 00:00;84,21;11,3;748,4;55,25;98,78;43,49;21,06;55,28;51,71;Sanayi;Gece;Haftaici
17.07.2011 00:00;62,14;12,06;446,1;50;76;26,26;18,99;52,56;31,18;Sanayi;Gece;Haftasonu 
16.07.2011 12:00;42,91;2,89;757,17;64,26;125,52;62;24,31;37,04;30,82;Sanayi;Gunduz;Haftasonu 
11.07.2011 12:00;38,44;4,97;793,26;72,29;150,34;79,05;25,9;27,32;22,44;Sanayi;Gunduz;Haftaici
8.07.2011 12:00;45,22;6,49;642,56;85,9;145,55;60,12;27,01;29,54;31;Sanayi;Gunduz;Haftaici
8.07.2011 00:00;48,79;4,79;622,05;48,24;91,8;43,61;19;58,16;38,25;Sanayi;Gece;Haftaici
6.07.2011 00:00;55,51;21,67;576,74;62,23;111,69;49,86;17,61;52,85;38,54;Sanayi;Gece;Haftaici
4.07.2011 12:00;45,42;12,61;830,27;78,23;146,56;68,53;24,67;33,1;36,32;Sanayi;Gunduz;Haftaici
4.07.2011 00:00;85,15;27,21;882,71;77,89;162,51;85,03;18,83;48,52;46,37;Sanayi;Gece;Haftaici
2.07.2011 12:00;49,35;6,15;967,31;65,52;135,55;70,81;21,41;46,04;29,44;Sanayi;Gunduz;Haftasonu 
1.07.2011 12:00;56,52;20,42;859,29;84,32;153,82;70,27;22,94;31,62;37,13;Sanayi;Gunduz;Haftaici
1.07.2011 00:00;107,39;39,52;748,18;63,05;147,4;84,75;14,85;55,92;51,54;Sanayi;Gece;Haftaici
30.06.2011 12:00;76,74;11,22;1236,6;90,82;232,1;143,35;20,21;34,65;39,01;Sanayi;Gunduz;Haftaici
25.06.2011 12:00;69,25;20,14;1287,24;108,57;215,33;107,29;26,51;23,91;37,28;Sanayi;Gunduz;Haftasonu 
25.06.2011 00:00;88,28;46,72;682,18;60,01;100,36;40,59;16,56;49,38;42,69;Sanayi;Gece;Haftasonu 
24.06.2011 12:00;67,22;9,1;926,93;79,9;164,28;84,92;23,56;27,85;35,04;Sanayi;Gunduz;Haftaici
21.06.2011 12:00;52,88;5,88;778,94;67,83;152,47;85,98;22,97;42,11;30,53;Sanayi;Gunduz;Haftaici
21.06.2011 00:00;59,72;7,31;732,47;63,33;118,71;55,48;17,81;61,29;42,92;Sanayi;Gece;Haftaici
20.06.2011 12:00;57,42;26,74;817,74;88,56;170,28;82,44;24,44;29,61;34,85;Sanayi;Gunduz;Haftaici
19.06.2011 12:00;43,28;1,31;869,99;57,95;111,21;53,59;20,17;53,79;34,28;Sanayi;Gunduz;Haftasonu 
17.06.2011 12:00;52,97;5,36;1098,38;79,2;165,02;86,53;20,11;56,03;40,37;Sanayi;Gunduz;Haftaici
17.06.2011 00:00;53,59;4,14;723,8;50;116,16;66,19;13,77;78,32;38,82;Sanayi;Gece;Haftaici
16.06.2011 12:00;54,8;5,64;1163,61;88,36;198,97;110,82;15,94;75,82;29,63;Sanayi;Gunduz;Haftaici
10.06.2011 12:00;59,08;7,14;1280,45;84,63;167,87;83,98;17,63;60,02;41,05;Sanayi;Gunduz;Haftaici
10.06.2011 00:00;45,36;13,87;541,83;44,32;69,98;26,11;19,33;49,08;36,73;Sanayi;Gece;Haftaici
9.06.2011 00:00;93,24;58,69;792,71;63,84;129,17;65,28;17,73;59,19;64,17;Sanayi;Gece;Haftaici
8.06.2011 12:00;66,12;25,23;922,93;97,81;189,52;92,57;24,4;33,94;33,39;Sanayi;Gunduz;Haftaici
8.06.2011 00:00;83,16;17,5;855,7;66,75;132;65,27;16,27;65,82;55,55;Sanayi;Gece;Haftaici
7.06.2011 00:00;96,83;26,46;810,15;56,07;115,21;59,34;15,84;70,08;61,27;Sanayi;Gece;Haftaici
6.06.2011 12:00;62,18;8,49;1134,14;86,86;173,05;86,84;20,77;46,79;45,07;Sanayi;Gunduz;Haftaici
6.06.2011 00:00;64,07;14,63;813,7;63,39;118,78;55,94;16,29;57,1;43,45;Sanayi;Gece;Haftaici
1.06.2011 00:00;62,23;6,69;650,65;65,47;134,26;68,86;14,32;70,6;39,03;Sanayi;Gece;Haftaici
31.05.2011 12:00;52,5;7,16;786,08;75,22;147,01;72,17;18,3;56,81;30,65;Sanayi;Gunduz;Haftaici
31.05.2011 00:00;75,61;9,25;1114,01;49,5;164,97;115,74;12,79;83,12;47,51;Sanayi;Gece;Haftaici
30.05.2011 00:00;49,48;7,3;754,48;50,93;107,51;57,17;13,39;73,61;37,88;Sanayi;Gece;Haftaici
29.05.2011 12:00;66,88;6,71;985,7;63,98;132,62;69,47;15,32;66,64;29,44;Sanayi;Gunduz;Haftasonu 
29.05.2011 00:00;60,75;5,25;602,44;53,49;95,65;42,36;12,91;80,87;38,2;Sanayi;Gece;Haftasonu 
28.05.2011 12:00;49,43;5,95;1088,74;85,12;185,5;100,85;16,38;67,47;35,62;Sanayi;Gunduz;Haftasonu 
26.05.2011 12:00;69,06;10,47;1228,75;89,25;195,76;107,17;18,87;50,73;45,17;Sanayi;Gunduz;Haftaici
26.05.2011 00:00;67,62;17,32;1089,59;61,43;143,83;83;14,21;72,55;50,77;Sanayi;Gece;Haftaici
25.05.2011 12:00;75,42;11,29;1229,51;85,51;183,69;98,21;16,89;59,54;42,3;Sanayi;Gunduz;Haftaici
19.05.2011 12:00;64,13;7,19;897,83;75,61;142,11;67,52;16,6;50,73;33,12;Sanayi;Gunduz;Haftaici
19.05.2011 00:00;74,16;10,91;678,35;60,38;105,65;45,35;13,56;63,97;40,68;Sanayi;Gece;Haftaici
18.05.2011 00:00;71,87;23,82;1063,65;68,56;162,28;94,42;14,6;50,37;47,66;Sanayi;Gece;Haftaici
17.05.2011 00:00;77,97;11,97;937,22;59,93;163,86;104,18;13,04;59,08;48,51;Sanayi;Gece;Haftaici
15.05.2011 12:00;91,89;6,58;1202,57;61,33;127,15;66,87;15,4;47,1;42,22;Sanayi;Gunduz;Haftasonu 
15.05.2011 00:00;60,59;8,17;847,67;54,89;103,53;48,84;9,39;68,12;35,47;Sanayi;Gece;Haftasonu 
14.05.2011 12:00;99,74;7,55;1118,93;77,21;181,03;105,14;12,66;55,54;39,92;Sanayi;Gunduz;Haftasonu 
14.05.2011 00:00;50,7;7,35;655,52;55,76;117,41;62,33;9,29;68,31;29,29;Sanayi;Gece;Haftasonu 
12.05.2011 00:00;63,35;6,44;1563,34;78,59;180,87;102,77;7,71;82,36;38,18;Sanayi;Gece;Haftaici
10.05.2011 12:00;52,17;8,57;1100,15;85,88;188,1;103,36;14,96;37,46;29,47;Sanayi;Gunduz;Haftaici
9.05.2011 00:00;81,17;25,81;1280,22;74,74;160,87;86,47;9,33;55,9;55,07;Sanayi;Gece;Haftaici
5.05.2011 12:00;45,95;7,54;1121,53;67,69;168,83;101,77;12,96;61,99;30,64;Sanayi;Gunduz;Haftaici
4.05.2011 00:00;76,66;9,09;853,48;51,77;110,25;58,81;13,84;64,76;42,52;Sanayi;Gece;Haftaici
3.05.2011 12:00;71,27;12,48;1030,15;75,16;156,41;82,37;17,89;45,57;34,73;Sanayi;Gunduz;Haftaici
3.05.2011 00:00;101,42;10,43;1116,86;57,31;136,16;79,22;11,1;78,46;57,57;Sanayi;Gece;Haftaici
2.05.2011 12:00;98,67;8,49;1116,53;75,32;159,46;85,08;15,2;52,91;47,91;Sanayi;Gunduz;Haftaici
30.04.2011 00:00;79,16;8,34;947,44;55,42;120,98;66,28;10,25;71,69;36,85;Sanayi;Gece;Haftasonu 
29.04.2011 12:00;86,54;12,2;1459,02;79,15;182,21;103,57;13,72;59,77;48;Sanayi;Gunduz;Haftaici
29.04.2011 00:00;63,38;7,96;1063,24;62,78;123,4;61,16;9,36;86;44,05;Sanayi;Gece;Haftaici
28.04.2011 12:00;86,28;10,68;870,92;71,8;138,47;67,47;13,88;52,7;42,02;Sanayi;Gunduz;Haftaici
28.04.2011 00:00;70,84;16,97;1357,52;70,41;148,65;78,63;11,2;73,32;50,09;Sanayi;Gece;Haftaici
27.04.2011 00:00;104,52;25,69;1534,99;59,41;154,91;95,29;9,14;66,48;57,38;Sanayi;Gece;Haftaici
26.04.2011 12:00;72,42;18,35;1278,51;93,84;197,52;104,66;15,1;38,24;44,94;Sanayi;Gunduz;Haftaici
26.04.2011 00:00;92,68;18,64;1031,06;45,74;115,63;70,52;8;68,64;43,52;Sanayi;Gece;Haftaici
25.04.2011 12:00;78,65;11;1100,63;73,07;185,81;113,73;12,59;46,74;35,98;Sanayi;Gunduz;Haftaici
25.04.2011 00:00;60,88;9,1;826,16;47,88;107,9;60,29;7,08;68,58;34,07;Sanayi;Gece;Haftaici
23.04.2011 12:00;140,84;14,72;871,57;69,12;148,11;80,32;11,51;45,52;47,56;Sanayi;Gunduz;Haftasonu 
23.04.2011 00:00;136,23;9,85;1061,54;56,25;115,34;59,69;5,97;59,17;49,76;Sanayi;Gece;Haftasonu 
22.04.2011 12:00;88,93;23,64;1559,25;79,5;213,07;134,42;11,43;39,95;44,99;Sanayi;Gunduz;Haftaici
18.04.2011 12:00;93,82;10,09;1801,14;74,28;227,68;154,07;10,13;81,42;76,68;Sanayi;Gunduz;Haftaici
18.04.2011 00:00;48,85;11,41;1133,26;41,19;91,24;50,7;7,46;80,52;34,16;Sanayi;Gece;Haftaici
17.04.2011 12:00;121,53;19,13;1633,77;76,55;182,52;106,38;10,2;69,01;85,87;Sanayi;Gunduz;Haftasonu 
17.04.2011 00:00;58,85;14,45;1016,98;70,71;144,49;74,19;7,13;73,4;42,97;Sanayi;Gece;Haftasonu 
16.04.2011 12:00;64,8;13,33;1293,64;94,97;191,26;97,25;10,37;52,49;38,86;Sanayi;Gunduz;Haftasonu 
16.04.2011 00:00;69,16;29,39;1082,34;70,2;147,02;77,19;6,95;55,36;49,16;Sanayi;Gece;Haftasonu 
15.04.2011 12:00;74,91;19,69;1376,64;86,3;205,84;121,39;9,56;46,79;40,64;Sanayi;Gunduz;Haftaici
7.04.2011 00:00;54,99;11,83;982,12;43,36;110,12;67,23;6,25;61,08;33,16;Sanayi;Gece;Haftaici
6.04.2011 12:00;64,79;11,78;1310,81;83,2;203,39;121,18;8,3;62,51;34,41;Sanayi;Gunduz;Haftaici
6.04.2011 00:00;132,94;24,71;1548,98;62,86;163,15;100,04;5,06;74,54;62,84;Sanayi;Gece;Haftaici
5.04.2011 12:00;85,57;14,48;1236,59;86,82;207,24;120,47;8,55;64,65;40,16;Sanayi;Gunduz;Haftaici
5.04.2011 00:00;74,66;17,34;993,01;56,26;145,12;89,21;5,21;76,12;34,34;Sanayi;Gece;Haftaici
4.04.2011 12:00;78,96;12,02;1449,83;84,49;211,47;127,63;8,85;70,38;50,11;Sanayi;Gunduz;Haftaici
4.04.2011 00:00;77,3;13,68;1294,85;64,57;127,05;62,66;8,31;70,78;40,5;Sanayi;Gece;Haftaici
3.04.2011 00:00;48,52;10,73;701,27;43,95;76,88;33,14;8,22;69,51;29,99;Sanayi;Gece;Haftasonu 
2.04.2011 12:00;62,51;10,63;847,07;57,76;101,58;43,87;10,93;68,13;38,94;Sanayi;Gunduz;Haftasonu 
1.04.2011 12:00;98,27;17,88;1569,97;81,63;192,39;111,1;14,29;48,46;52,06;Sanayi;Gunduz;Haftaici
1.04.2011 00:00;147,91;53,38;1812,78;58,42;163,97;105,48;7,69;69,88;80,58;Sanayi;Gece;Haftaici
31.03.2011 12:00;81,63;22,9;1579,11;237,11;353,34;116,57;11,97;51,77;51,45;Sanayi;Gunduz;Haftaici
31.03.2011 00:00;120,48;29,36;2491,1;456,76;603,12;146,3;8,12;68,67;65,19;Sanayi;Gece;Haftaici
30.03.2011 12:00;95,55;16,53;2090,44;458,21;580,76;122,64;12,06;50;55,86;Sanayi;Gunduz;Haftaici
30.03.2011 00:00;125,91;26,15;2666,49;424,38;555,79;131,41;8,44;56,84;71,36;Sanayi;Gece;Haftaici
29.03.2011 12:00;94,46;21,52;2056,67;415,43;520,8;105,38;12,79;38,02;56,48;Sanayi;Gunduz;Haftaici
29.03.2011 00:00;103;29,04;2276,94;363,99;460,44;96,46;6;66,87;60,95;Sanayi;Gece;Haftaici
28.03.2011 12:00;65,73;10,76;1723,87;427,1;543,06;116,1;11,7;44,05;36,26;Sanayi;Gunduz;Haftaici
28.03.2011 00:00;166,78;26,99;2510,54;127,25;269,68;142,58;6,24;55,69;91,75;Sanayi;Gece;Haftaici
27.03.2011 12:00;75,66;14,12;1435,61;95;163,13;68,47;11,55;32,83;41,19;Sanayi;Gunduz;Haftasonu 
27.03.2011 00:00;96,92;18,83;2029,95;101,19;196,64;95,47;6,88;49,56;70,72;Sanayi;Gece;Haftasonu 
26.03.2011 12:00;82,7;14,89;1555,96;110,4;197,18;86,91;12,54;30;46,89;Sanayi;Gunduz;Haftasonu 
26.03.2011 00:00;94,18;21,11;1334,95;85,06;134,26;49,08;4,61;57,5;51,25;Sanayi;Gece;Haftasonu 
25.03.2011 12:00;90,25;20,08;1562,3;116,72;198,23;81,74;8,82;41,66;54,98;Sanayi;Gunduz;Haftaici
25.03.2011 00:00;84,5;16,08;1259,89;91,5;140,99;49,78;1,46;60,62;56,59;Sanayi;Gece;Haftaici
24.03.2011 12:00;79,25;14,45;1340,05;106,76;183,59;76,87;5,5;45,67;48,03;Sanayi;Gunduz;Haftaici
24.03.2011 00:00;56,57;13,65;1114,22;70,31;115,45;45,41;1,41;59,38;40,3;Sanayi;Gece;Haftaici
23.03.2011 12:00;74,26;7,59;936,1;82,92;124,42;41,25;4,31;48,56;47,6;Sanayi;Gunduz;Haftaici
23.03.2011 00:00;77,14;12,17;933,13;63,4;92,86;29,95;-0,03;61,79;51,38;Sanayi;Gece;Haftaici
22.03.2011 12:00;95,66;12,59;1203;100,49;178,39;77,84;3,62;58,44;48,27;Sanayi;Gunduz;Haftaici
22.03.2011 00:00;62,55;8,67;963,15;78,65;125,76;47,46;1,39;72,89;38,86;Sanayi;Gece;Haftaici
21.03.2011 12:00;96,75;9,96;1193,47;102,47;177,06;74,47;6,02;58,22;35,31;Sanayi;Gunduz;Haftaici
20.03.2011 12:00;64,02;13,14;1206,36;90,45;143,85;53,89;9,56;63,07;39,78;Sanayi;Gunduz;Haftasonu 
20.03.2011 00:00;97,67;18,42;1223,05;70,91;119,3;48,68;7,64;66,94;51,19;Sanayi;Gece;Haftasonu 
19.03.2011 12:00;138,52;14,94;1579,67;100,63;179,99;79,58;11,21;50,22;67,83;Sanayi;Gunduz;Haftasonu 
17.03.2011 00:00;175,5;19,77;2498,04;114,7;209,33;94,57;6,74;65,47;85,13;Sanayi;Gece;Haftaici
16.03.2011 00:00;144,9;19,83;1728,26;108,66;175,57;67,1;4,65;68,18;68,15;Sanayi;Gece;Haftaici
14.03.2011 12:00;136,22;30,24;1687,71;143,3;209,78;66,67;4,9;58,86;78,9;Sanayi;Gunduz;Haftaici
12.03.2011 00:00;90,53;45,04;1342,67;105,36;134,64;29,34;-5,5;76,59;73,31;Sanayi;Gece;Haftasonu 
5.03.2011 00:00;67,2;12,64;1122,69;96,53;163,16;66,75;1,13;62,88;40,83;Sanayi;Gece;Haftasonu 
4.03.2011 00:00;88,81;30,17;1455,82;108,76;182,2;73,51;3,29;53,57;54,25;Sanayi;Gece;Haftaici
3.03.2011 12:00;119,62;27,78;2043,85;160,11;293,4;133,36;6,03;35,05;75,15;Sanayi;Gunduz;Haftaici
2.03.2011 12:00;65,66;33,19;1419,12;120,95;217,87;96,76;6,39;48,66;37,6;Sanayi;Gunduz;Haftaici
2.03.2011 00:00;63,71;33,57;1181,83;99,76;179,31;79,64;2,97;70,64;47,48;Sanayi;Gece;Haftaici
1.03.2011 12:00;71,05;20,25;1452,19;143,15;271,61;128,63;5,9;58,84;41,43;Sanayi;Gunduz;Haftaici
28.02.2011 12:00;72,96;15,74;1665,94;112,63;241,38;97,47;5,51;69,05;45,59;Sanayi;Gunduz;Haftaici
26.02.2011 00:00;49,06;14,72;941,59;83,07;144,04;61;5,66;69,38;34,33;Sanayi;Gece;Haftasonu 
25.02.2011 12:00;96,13;18,27;1185,06;118,52;195,08;76,6;8,28;64,87;39,4;Sanayi;Gunduz;Haftaici
24.02.2011 12:00;91,85;16,28;1254,57;102,35;174,13;71,93;8,45;65,29;45,75;Sanayi;Gunduz;Haftaici
17.02.2011 00:00;89,47;10,41;2204,22;60,14;130,69;71,6;-1,21;71,56;45,87;Sanayi;Gece;Haftaici
16.02.2011 12:00;95,68;14,38;2281,62;72,18;158,56;87,38;1,47;54,99;50,89;Sanayi;Gunduz;Haftaici
16.02.2011 00:00;79,57;9,93;1995,6;50,54;101,16;51,72;-2,43;64,55;48,93;Sanayi;Gece;Haftaici
15.02.2011 12:00;72,36;12,57;2216,56;65,59;131,91;67,27;1,46;72,15;53,51;Sanayi;Gunduz;Haftaici
14.02.2011 12:00;71,73;21,06;2177,32;68,55;135,93;68,25;4,55;66,98;40,99;Sanayi;Gunduz;Haftaici
14.02.2011 00:00;104,92;17,29;2321,4;67,19;150,91;84,74;0,93;68,6;63,99;Sanayi;Gece;Haftaici
13.02.2011 12:00;62,03;19,23;2166,77;55,84;120,18;65,46;3,6;57,13;37,05;Sanayi;Gunduz;Haftasonu 
13.02.2011 00:00;52,08;18,47;1423,85;39,92;56,94;18,17;2,64;61,79;29,16;Sanayi;Gece;Haftasonu 
12.02.2011 12:00;62,54;19,66;2053,42;69,14;142,49;74,41;5,18;35,49;33,8;Sanayi;Gunduz;Haftasonu 
12.02.2011 00:00;89,2;14,41;2454,29;63,71;123,53;60,99;-3,43;58,33;53,77;Sanayi;Gece;Haftasonu 
11.02.2011 12:00;71,17;16,39;2234,02;68,51;134,19;66,81;-0,34;45,47;37,41;Sanayi;Gunduz;Haftaici
11.02.2011 00:00;40,79;11,72;1341,44;42,91;70,37;28,68;-3,29;49,95;32,59;Sanayi;Gece;Haftaici
10.02.2011 12:00;64,55;13,7;1758,79;60,75;107,92;47,9;0,61;41,22;32,07;Sanayi;Gunduz;Haftaici
10.02.2011 00:00;119,52;12,24;2532,17;64,4;136,14;72,59;-0,73;56,06;75,99;Sanayi;Gece;Haftaici
9.02.2011 12:00;130,51;24,25;2651,14;77,1;173,62;97,53;4,67;59,05;64,2;Sanayi;Gunduz;Haftaici
8.02.2011 12:00;124,17;25,92;2669,47;74,4;151,15;77,86;4,46;60,39;74,97;Sanayi;Gunduz;Haftaici
8.02.2011 00:00;150,38;22,95;3265,78;78,96;183,59;105,65;-0,6;75,57;111,52;Sanayi;Gece;Haftaici
7.02.2011 12:00;221,69;37,29;3664,16;102,29;225,13;123,42;3,94;57,95;134,02;Sanayi;Gunduz;Haftaici
7.02.2011 00:00;174,41;25,48;3773,65;85,42;188,68;104,27;-2,75;70,69;151,72;Sanayi;Gece;Haftaici
6.02.2011 12:00;121,5;25,71;2623,95;77,35;153,39;77,01;0,74;56,68;68,19;Sanayi;Gunduz;Haftasonu 
6.02.2011 00:00;104,76;18,93;2211,93;63,25;87,55;25,31;-6,22;71,42;76,98;Sanayi;Gece;Haftasonu 
5.02.2011 12:00;127,39;23,22;2418,77;81,96;143,8;62,9;-1,29;59,32;76,6;Sanayi;Gunduz;Haftasonu 
5.02.2011 00:00;99,94;18,44;2059,22;60,92;86,37;26,44;-7;71,58;82,16;Sanayi;Gece;Haftasonu 
4.02.2011 12:00;140,23;21,41;2347,26;71,72;121,65;50,98;-1,52;59,98;100,93;Sanayi;Gunduz;Haftaici
4.02.2011 00:00;101,17;14,28;2160,25;60,92;87,72;27,84;-7,17;70,42;72,25;Sanayi;Gece;Haftaici
3.02.2011 12:00;118,98;20,21;2204,12;71,02;102,34;32,24;-3,07;60,95;75,16;Sanayi;Gunduz;Haftaici
3.02.2011 00:00;84,04;12,96;2048,63;58,67;85,37;27,75;-8,04;69,92;62,95;Sanayi;Gece;Haftaici
2.02.2011 12:00;92,93;25,32;2148,7;72,92;145,09;73,12;-4,06;59,64;53,44;Sanayi;Gunduz;Haftaici
2.02.2011 00:00;87,33;14,26;2114,34;55,47;92,96;38,5;-7,98;70,61;64,83;Sanayi;Gece;Haftaici
1.02.2011 12:00;109,7;13,72;2526,39;67,54;140,92;74,4;-3,66;63,53;69,99;Sanayi;Gunduz;Haftaici
1.02.2011 00:00;89,36;10,11;2206,65;59,83;107,81;48,99;-5,88;69,21;53,88;Sanayi;Gece;Haftaici
31.01.2011 12:00;89,91;8,77;2050,21;67,19;126,12;59,86;-2,8;55,94;41,68;Sanayi;Gunduz;Haftaici
30.01.2011 12:00;51,69;5,91;2048,7;59,53;112,71;54,18;-1,93;84,55;38,27;Sanayi;Gunduz;Haftasonu 
28.01.2011 12:00;75,65;16,65;2092,83;63,1;129,84;67,82;-0,55;57,3;48,25;Sanayi;Gunduz;Haftaici
28.01.2011 00:00;105,19;12,24;2578,05;56,28;114,27;59,23;-4,21;69,6;59,7;Sanayi;Gece;Haftaici
27.01.2011 12:00;71,41;7,18;2185,5;66,73;144,02;77,98;-0,46;56,85;41,77;Sanayi;Gunduz;Haftaici
23.01.2011 00:00;58,83;12,72;2279,29;48,85;117,42;68,59;4,58;75,23;43,99;Sanayi;Gece;Haftasonu 
22.01.2011 12:00;97,8;22,14;2452,08;63,62;150,99;87,34;5,99;69,58;73,15;Sanayi;Gunduz;Haftasonu 
21.01.2011 12:00;338,57;14,14;5179,79;125,16;439,43;313,94;2,27;73,87;228,69;Sanayi;Gunduz;Haftaici
20.01.2011 12:00;108,66;16,94;2268,39;61,62;163,54;101,92;0,38;79,8;77,09;Sanayi;Gunduz;Haftaici
20.01.2011 00:00;70,78;7,01;1541,26;52,81;107,56;54,76;-0,48;81,09;46,2;Sanayi;Gece;Haftaici
19.01.2011 12:00;86,86;13,04;1940,91;64,88;157,04;92,17;0,74;75,91;53,3;Sanayi;Gunduz;Haftaici
19.01.2011 00:00;119,13;7,58;2148,35;51,78;143,37;91,57;-0,64;84,09;76,6;Sanayi;Gece;Haftaici
18.01.2011 12:00;105,77;23,34;2496,41;63,25;188,4;125,09;3,61;66,69;70,76;Sanayi;Gunduz;Haftaici
