;Tarih;PM10;SO2;CO;NO2;NOX;NO;HavaSicakligi;BagilNem;PM25;IstasyonTipi;GeceGunduz;HaftasonuHaftaici;Ay;Mevsim
5019;17.10.2013;91.22;9.17;1003.84;60.75;91.94;31.19;12.09;47.45;12.97;2;1;1;9;2
5020;17.10.2013;45.73;10.23;566.58;55.14;69.97;14.81;12.9;33.28;8.32;2;0;1;9;2
5021;16.10.2013;54.42;8.44;618.12;61.1;74.85;13.77;15.73;27.46;11.49;2;1;1;9;2
5022;16.10.2013;81.11;12.72;933.24;60.66;93.95;33.29;9.04;42.58;17.18;2;0;1;9;2
5023;15.10.2013;80.64;9.54;1646.88;98.87;227.97;129.11;12.73;35.8;17.62;2;1;1;9;2
5024;15.10.2013;98.72;9.71;1503.04;106.31;187.52;81.19;8.93;48.18;23.21;2;0;1;9;2
5025;14.10.2013;60.26;8.22;1424.73;84.86;180.45;95.62;12.57;35.18;12.99;2;1;1;9;2
5026;14.10.2013;44.3;10.63;843.3;73.94;93.79;19.82;9.5;50.48;10.46;2;0;1;9;2
5027;13.10.2013;44.95;5.34;688.54;50.48;56.48;6.05;13.48;35.43;10.61;2;1;0;9;2
5028;13.10.2013;71.63;6.07;709.55;97.79;140.52;42.68;10.86;49.11;12.99;2;0;0;9;2
5029;12.10.2013;109.55;5.66;950.13;97.19;148.66;51.5;14.99;33.17;20.82;2;1;0;9;2
5030;12.10.2013;218.41;11.08;1645.61;67.35;329.55;262.16;10.14;39.47;36.26;2;0;0;9;2
5031;11.10.2013;182.22;8.56;2285.1;169.74;413.5;243.82;15.18;28.24;35.39;2;1;1;9;2
5032;11.10.2013;184.2;7.64;1180.96;62.09;159.7;97.61;9.61;33.37;32.81;2;0;1;9;2
5033;10.10.2013;201.63;8.29;2011.29;113.35;272.15;158.8;13.95;26;37.8;2;1;1;9;2
5034;10.10.2013;150.34;9.24;1235.76;73.35;159.43;86.12;8.08;34.5;25.54;2;0;1;9;2
5035;9.10.2013;173.9;7.08;2072.76;90.7;273.37;182.68;13.02;26.82;33.94;2;1;1;9;2
5036;9.10.2013;157.14;9.12;1291.29;50.27;147.3;97.01;7.39;38.84;29.49;2;0;1;9;2
5037;8.10.2013;197.74;11.82;2344.9;80.49;285.02;204.55;11.13;32.05;54.07;2;1;1;9;2
5038;7.10.2013;137.03;12.79;1924.06;73.01;245.34;172.35;9.18;32.67;57.44;2;1;1;9;2
5039;7.10.2013;62.75;12.91;1169.19;55.93;100.98;45.04;4.83;49.02;29.62;2;0;1;9;2
5040;6.10.2013;37.68;11.7;841.8;39.4;55.19;15.79;7.98;39.16;17.4;2;1;0;9;2
5041;6.10.2013;42.66;11.23;1126.19;51.86;87.16;35.28;5.46;50.14;19.15;2;0;0;9;2
5042;5.10.2013;34.16;11.25;750.93;32.68;50.55;17.87;7.36;41.69;11.54;2;1;0;9;2
5043;5.10.2013;34.06;21.75;706.39;45.7;68.96;23.26;5.24;52.65;13.55;2;0;0;9;2
5044;4.10.2013;28.29;11.07;734.86;33.65;59.48;25.83;7.55;43.88;13.97;2;1;1;9;2
5045;4.10.2013;28.2;17.12;572.34;30.58;50.67;20.09;5.76;55.41;14.92;2;0;1;9;2
5046;3.10.2013;32.94;11.15;672.94;35.46;57.29;21.83;8.58;47.54;12.81;2;1;1;9;2
5047;3.10.2013;18.7;10.72;526.21;28.8;47.25;18.44;9.13;54.97;8.79;2;0;1;9;2
5048;2.10.2013;30.48;9.94;791.71;36.11;63.09;26.97;11.91;53.46;12.17;2;1;1;9;2
5049;2.10.2013;35.09;11.71;503.64;55.67;74.14;18.45;11.71;61.28;12.17;2;0;1;9;2
5050;1.10.2013;103.61;8.89;535.99;49.37;64.88;15.53;16.03;38.44;42.42;2;1;1;9;2
5051;1.10.2013;154.37;11.56;724.76;52.52;141.53;89;12.73;37.71;63.98;2;0;1;9;2
5052;30.09.2013;137.78;11.42;1287.4;35.58;125.71;90.14;16.43;30.89;58.74;2;1;1;8;2
5053;30.09.2013;161.76;9.53;725.93;33.81;145.03;111.2;11.11;39.65;64.15;2;0;1;8;2
5054;29.09.2013;97.56;7.62;1306.94;43.09;169.19;126.12;14.83;33.26;40;2;1;0;8;2
5055;29.09.2013;135.33;10.7;1077.63;39.23;151.88;112.59;11.25;42.7;56.27;2;0;0;8;2
5056;28.09.2013;65.42;10.89;1152.19;62.5;148.66;86.24;15.11;34.42;32.28;2;1;0;8;2
5057;28.09.2013;73.85;10.46;832.46;77.22;107.2;29.93;12.51;46.14;39.14;2;0;0;8;2
5058;27.09.2013;76.23;11.33;728.53;55.38;73.19;17.86;16.54;31.73;35.64;2;1;1;8;2
5059;27.09.2013;146.6;10.57;987.16;61.65;193.38;131.7;12.1;37.03;55.65;2;0;1;8;2
5060;26.09.2013;52.82;10.52;781.91;63.67;115.02;51.38;16.35;29.38;25.86;2;1;1;8;2
5061;26.09.2013;103.12;10.79;671.9;44.12;97.97;53.84;10.86;45.95;45.01;2;0;1;8;2
5062;25.09.2013;75.56;10.77;949.01;44.79;103.87;59.09;14.1;37.11;36.21;2;1;1;8;2
5063;25.09.2013;77.66;11.49;1168.43;53.31;151.97;98.65;10.32;49.38;35.01;2;0;1;8;2
5064;24.09.2013;72.22;15.37;699.12;49.38;65.37;15.99;12.95;38.43;33.23;2;1;1;8;2
5065;24.09.2013;104.76;11.59;1003.4;46.18;152.67;106.44;9.61;45.82;44.05;2;0;1;8;2
5066;23.09.2013;43.95;10.5;1019.29;55.84;127.82;72.02;13.26;34.7;20.82;2;1;1;8;2
5067;23.09.2013;49.19;9.92;653.86;47.79;71.26;23.46;9.32;46.37;2.26;2;0;1;8;2
5068;22.09.2013;29.3;8.54;527.84;37.79;44.78;6.99;12.64;35.15;3.61;2;1;0;8;2
5069;22.09.2013;39.79;9.48;385.35;49.02;59.15;10.13;10.16;45.81;17.05;2;0;0;8;2
5070;21.09.2013;40.53;9.19;524.2;33.79;45.57;11.77;14.08;40.34;21.63;2;1;0;8;2
5071;21.09.2013;37.8;9.64;451.38;36.01;46.51;10.49;13.21;48.6;20.15;2;0;0;8;2
5072;20.09.2013;59.06;8.53;544.68;46.8;60.03;13.23;16.93;35.33;31.1;2;1;1;8;2
5073;20.09.2013;154.24;7.63;559.47;64.12;182.63;118.53;13.31;45.69;61.28;2;0;1;8;2
5074;19.09.2013;127.89;7.82;1074.68;99.45;197.82;98.33;13.4;43.01;61.32;2;0;1;8;2
5075;18.09.2013;61.58;7.03;1087.93;59.38;157.18;97.83;15.95;34.08;37.03;2;1;1;8;2
5076;18.09.2013;90.29;8.59;790.08;98.7;154.46;55.73;12.89;45.74;42.64;2;0;1;8;2
5077;17.09.2013;60.76;7.04;1110.28;72.84;151.94;79.12;14.61;40.54;31.36;2;1;1;8;2
5078;17.09.2013;140.89;7.86;1112.49;119.83;188.71;68.84;12.88;40.13;67.88;2;0;1;8;2
5079;16.09.2013;103.04;6.14;1155.27;87.59;172.28;84.72;15.78;29.88;51.38;2;1;1;8;2
5080;16.09.2013;78.61;7.63;954.96;104.41;135.94;31.52;11.26;40.45;39.1;2;0;1;8;2
5081;15.09.2013;43.07;6.51;665.72;60.37;70.9;10.53;14.74;29.59;22.06;2;1;0;8;2
5082;14.09.2013;90.9;5.57;566.19;53.43;62.17;8.74;17.61;35.04;42.51;2;1;0;8;2
5083;14.09.2013;197.26;9.5;933.51;65.63;209.31;143.63;14.93;36.39;93.26;2;0;0;8;2
5084;13.09.2013;148.92;6.11;1411.39;63.9;223.67;159.79;19.67;27.5;73.74;2;1;1;8;2
5085;13.09.2013;216.77;9.4;657.96;97.43;187.93;90.48;14;37.33;93.95;2;0;1;8;2
5086;12.09.2013;117.87;8.17;1716.68;67.25;360.53;293.32;18.21;29.65;62.41;2;1;1;8;2
5087;4.09.2013;65.97;8.71;665.52;94.47;122.41;27.94;12.55;43.67;35.97;2;0;1;8;2
5088;3.09.2013;54.71;5.12;521.13;61.34;73.61;12.27;17.15;31.2;31.48;2;1;1;8;2
5089;3.09.2013;76.35;7.98;795.19;85;124.2;39.2;13.63;41.6;35.68;2;0;1;8;2
5090;2.09.2013;52.78;4.68;856.9;67.86;107.88;40.01;17.14;31.63;29.77;2;1;1;8;2
5091;2.09.2013;27.35;7.53;564.06;32.85;39.56;6.71;12.98;46.81;16.66;2;0;1;8;2
5092;31.08.2013;38.51;6.3;784.42;42.42;51.62;9.19;15.75;45.88;22.69;2;1;0;7;3
5093;31.08.2013;51.28;8.42;550.13;36.1;40.26;4.16;15.14;51.2;27.75;2;0;0;7;3
5094;30.08.2013;79.6;6.47;849.96;57.22;67.24;10.03;20.09;33.17;41.88;2;1;1;7;3
5095;30.08.2013;82.99;8.53;846.06;71.58;107.32;35.73;16.24;36.91;40.46;2;0;1;7;3
5096;29.08.2013;92.43;7.08;728.14;74.92;97.67;22.75;20.98;26.83;49.87;2;1;1;7;3
5097;29.08.2013;169.4;8.51;852.16;90.91;167.17;76.23;16.21;34.2;77.43;2;0;1;7;3
5098;28.08.2013;113.35;6.71;1841.37;76.31;275.16;198.9;20.64;26.93;58.61;2;1;1;7;3
5099;28.08.2013;66.67;8.74;452.39;37.71;43.06;5.36;16.72;34.38;22.85;2;0;1;7;3
5100;27.08.2013;90.03;9;712.42;69.3;94.41;25.1;16.21;36.04;54.34;2;0;1;7;3
5101;24.08.2013;48.28;5.8;760.63;63.8;75.57;11.79;17.49;36.07;29.88;2;1;0;7;3
5102;23.08.2013;68.18;4.55;716.92;64.13;72.2;8.07;19.38;28.9;38.98;2;1;1;7;3
5103;22.08.2013;49.49;5.51;646.68;54.69;102.86;48.18;19.28;25.51;19.09;2;1;1;7;3
5104;22.08.2013;53.28;7.41;587.14;31.76;35.97;4.21;14.93;41.95;18.34;2;0;1;7;3
5105;21.08.2013;49.74;7.87;630.4;30.78;35.23;4.45;14.53;42.01;0.93;2;0;1;7;3
5106;20.08.2013;33.79;6.22;672.35;36.38;43.19;6.81;18.4;27.06;6;2;1;1;7;3
5107;20.08.2013;57.63;8.38;747.75;24.4;27.85;3.45;14.91;41.89;32.03;2;0;1;7;3
5108;19.08.2013;68.86;5.34;805.5;38.3;42.9;4.6;18.62;31.16;32.44;2;1;1;7;3
5109;19.08.2013;63.69;8.78;770.35;46.16;59.6;13.43;15.27;44.41;31.68;2;0;1;7;3
5110;18.08.2013;47.27;4.78;780.79;27;30.19;3.2;18.71;33.2;25.58;2;1;0;7;3
5111;18.08.2013;51.7;7.99;783.19;43.83;51.77;7.94;15.26;44.77;29.33;2;0;0;7;3
5112;17.08.2013;51.71;5.85;755.95;37.12;41.21;4.09;18.41;34.65;21.61;2;1;0;7;3
5113;16.08.2013;60.17;6.84;592.79;90.1;98.93;8.79;15.98;43.7;33.6;2;0;1;7;3
5114;13.08.2013;43.41;24.97;752.08;31.54;35.8;4.25;15.5;40.12;2.53;2;0;1;7;3
5115;12.08.2013;55.93;36.35;795.63;54.12;59.89;5.76;19.48;31.93;3.26;2;1;1;7;3
5116;12.08.2013;66.11;13.81;864.64;107.25;125.56;18.3;15.78;42.81;2.59;2;0;1;7;3
5117;11.08.2013;48.83;25.16;747.22;36.21;39.56;3.34;15.3;39.81;2.83;2;0;0;7;3
5118;10.08.2013;29.75;35.24;824.2;47.34;72.38;25.05;18.78;26.56;2.73;2;1;0;7;3
5119;10.08.2013;32.89;14.47;360.53;20.85;23.97;3.12;14.85;40.18;4.52;2;0;0;7;3
5120;9.08.2013;30.08;26.71;709.96;18.71;21.07;2.37;15.27;46.11;0.96;2;0;1;7;3
5121;8.08.2013;21.5;35.4;650.2;22.27;25.83;3.56;18.96;31.68;1.73;2;1;1;7;3
5122;8.08.2013;36.27;14.45;457.6;20.62;23.53;2.9;14.88;44.19;2.72;2;0;1;7;3
5123;7.08.2013;45.51;25.67;662.83;30.05;33.72;3.66;14.34;42.14;4.74;2;0;1;7;3
5124;6.08.2013;23.54;37.12;448.85;28.78;32.85;4.07;18.38;29.35;2.38;2;1;1;7;3
5125;6.08.2013;29.64;14.43;421.6;30.7;35.22;4.52;14.39;40.64;2.67;2;0;1;7;3
5126;5.08.2013;29.46;22.68;645.09;40.54;47.35;6.81;13.46;44.55;3.84;2;0;1;7;3
5127;4.08.2013;24.63;20.65;628.24;34.91;41.34;6.44;17.73;33.12;3.61;2;1;0;7;3
5128;3.08.2013;35.69;25.47;729.49;31.29;35.95;4.67;18.53;32.49;5.17;2;1;0;7;3
5129;3.08.2013;30.78;33.12;623.9;30.13;33.72;3.59;15;44.41;4.19;2;0;0;7;3
5130;2.08.2013;29.83;12.44;716.43;47.34;54.24;6.89;18.43;34.21;1.27;2;1;1;7;3
5131;1.08.2013;48.94;24.78;824.75;41.04;46.31;5.28;17.43;38.18;11.66;2;1;1;7;3
5132;1.08.2013;42.09;32;574.05;30.9;35.16;4.25;16.09;40.25;12.56;2;0;1;7;3
5133;31.07.2013;44.41;11.96;609.06;37.6;41.87;4.27;19.56;29.89;15.3;2;1;1;6;3
5134;30.07.2013;35.63;26.31;807.54;42.05;47.13;5.11;19.27;29.25;12.73;2;1;1;6;3
5135;30.07.2013;35.58;31.16;571.41;35.14;40.06;4.92;15;41.39;16.98;2;0;1;6;3
5136;29.07.2013;31.92;8.01;505.4;40.53;46;5.47;18.47;28.52;9.69;2;1;1;6;3
5137;28.07.2013;29.46;18.76;683.4;28.21;33.06;4.85;17.32;32.15;11.67;2;1;0;6;3
5138;28.07.2013;39.85;26.05;673.52;52.76;59.59;6.83;13.66;45.62;19.06;2;0;0;6;3
5139;27.07.2013;33.76;10.2;529.51;41.2;48.24;7.04;17.03;34.51;18.26;2;1;0;6;3
5140;26.07.2013;37.13;18.06;732.94;37.85;43.13;5.29;17.92;31.43;17.47;2;1;1;6;3
5141;26.07.2013;49.73;26.57;577.15;68.91;78.36;9.45;14.62;36.83;19.95;2;0;1;6;3
5142;24.07.2013;30.54;17.93;650.38;41.25;49.17;7.91;18.95;27.07;15.9;2;1;1;6;3
5143;22.07.2013;39.14;18.55;868;40.22;49.29;9.07;17.02;34.23;20.36;2;1;1;6;3
5144;20.07.2013;47.56;26.8;652.46;32.44;36.44;4;14.52;44.46;25.61;2;0;0;6;3
5145;18.07.2013;41.94;15.36;857.41;36.51;41.85;5.35;15.45;46.1;20.39;2;1;1;6;3
5146;16.07.2013;34.43;16.42;948.08;27.29;31.65;4.36;18.23;41.77;16.32;2;1;1;6;3
5147;16.07.2013;21.81;25.72;624.73;26.52;31.04;4.51;14.72;56.06;13.55;2;0;1;6;3
5148;15.07.2013;57.46;10.67;870.09;32.51;37.5;4.99;18.09;43.97;29.34;2;1;1;6;3
5149;15.07.2013;49.33;5.85;575.05;19.56;22.97;3.41;16.16;45.41;28.63;2;0;1;6;3
5150;14.07.2013;50.05;12.21;736.21;28.52;31.85;3.34;19.52;34.18;31;2;1;0;6;3
5151;14.07.2013;42.92;15.81;634.58;18.84;21.46;2.62;16.28;42.53;26.55;2;0;0;6;3
5152;13.07.2013;57.09;6.49;542.85;29.16;32.69;3.53;16.24;37.73;26.51;2;0;0;6;3
5153;12.07.2013;62.9;11.88;804.77;50.64;55.88;5.24;20.47;29.26;35.42;2;1;1;6;3
5154;12.07.2013;70.17;13.19;702.88;51.16;58.78;7.61;16.22;39.79;37.91;2;0;1;6;3
5155;11.07.2013;62.34;5.76;761.74;52.56;60.07;7.51;19.26;30.44;32.75;2;1;1;6;3
5156;11.07.2013;50.06;2.5;448.23;27.13;30.82;3.68;16.24;36.9;24.02;2;0;1;6;3
5157;10.07.2013;44.22;16.39;548.61;30.05;33.15;3.1;16.55;35.19;24.26;2;0;1;6;3
5158;9.07.2013;35.32;11.36;530.44;23.88;27.19;3.31;20.54;27.49;16.8;2;1;1;6;3
5159;9.07.2013;47.57;9.91;638.73;27.49;31.02;3.53;16.92;40.18;17.83;2;0;1;6;3
5160;8.07.2013;47.6;13.8;818.46;46.01;50.92;4.91;21;28.98;26.75;2;1;1;6;3
5161;8.07.2013;41.4;16.21;711.4;42.37;49.06;6.68;17.26;34.87;23.99;2;0;1;6;3
5162;7.07.2013;31.44;9.14;599.58;22.53;25.46;2.93;16.16;43.28;17.98;2;0;0;6;3
5163;6.07.2013;46.87;14.61;739.03;48.7;53.87;5.18;19.88;30.45;34.73;2;1;0;6;3
5164;6.07.2013;47.32;17;738.01;28.31;32.29;3.98;16.12;43.86;28.63;2;0;0;6;3
5165;5.07.2013;50.62;10.82;741.29;74.99;87.01;12.02;19.88;26.68;35.65;2;1;1;6;3
5166;5.07.2013;45.45;10.28;782.24;38.84;44.51;5.66;15.3;42.6;25.82;2;0;1;6;3
5167;4.07.2013;54.79;15.91;895.48;89.21;110.61;21.4;18.79;26.85;35.99;2;1;1;6;3
5168;4.07.2013;47.22;16.3;696.07;62.67;70.6;7.94;13.76;42.73;26.15;2;0;1;6;3
5169;3.07.2013;38.03;9.94;646.22;57.3;65.74;8.44;12.21;46.75;20.18;2;0;1;6;3
5170;2.07.2013;32.51;13.86;927.38;45.05;52.81;7.76;14.63;41.6;16.08;2;1;1;6;3
5171;2.07.2013;25.67;16.55;667.55;49.48;57.98;8.5;12.53;47.95;17.03;2;0;1;6;3
5172;1.07.2013;60.67;6.56;1387.94;46.3;55.29;8.99;15.87;38;38.22;2;1;1;6;3
5173;30.06.2013;80.97;8.54;1584.98;84.96;99.93;14.98;20.43;32.1;50.86;2;1;0;5;3
5174;30.06.2013;63.43;14.58;702.98;77.18;87.3;10.12;18.29;32.93;32.27;2;0;0;5;3
5175;29.06.2013;50.57;10.49;1501.19;59.49;66.8;7.32;21.76;26.11;33.5;2;1;0;5;3
5176;29.06.2013;85.09;14.85;819.12;116.61;141.91;25.28;17.6;36.76;49.32;2;0;0;5;3
5177;21.06.2013;30.91;11.73;989.54;50.17;58.27;8.11;17.21;28.8;10.34;2;1;1;5;3
5178;20.06.2013;38.31;11.39;1198.62;39.71;46.03;6.33;17.16;33.12;13.59;2;1;1;5;3
5179;19.06.2013;43.55;11.79;1246.85;38.89;46.18;7.29;18.13;33.66;9.94;2;1;1;5;3
5180;18.06.2013;52.73;9.61;582.47;144.94;196.18;51.23;13.74;50.45;20.34;2;0;1;5;3
5181;17.06.2013;38.93;7.58;1083.85;103.27;129.24;25.98;15.71;42.27;15.56;2;1;1;5;3
5182;16.06.2013;36.95;6.65;705.6;83.73;100.11;16.38;15.89;43.09;13.51;2;1;0;5;3
5183;16.06.2013;66.13;8.95;218.58;136.49;203.49;66.88;13.01;53.96;24.76;2;0;0;5;3
5184;15.06.2013;51.15;9.72;899.39;101.48;127.9;26.51;15.87;42.76;16.49;2;1;0;5;3
5185;14.06.2013;40.87;5.86;235.78;123.85;167.26;43.41;12.99;53.85;14.76;2;0;1;5;3
5186;13.06.2013;58.49;9.45;1037.09;84.96;98.88;13.91;17.16;36.27;22.7;2;1;1;5;3
5187;11.06.2013;72.62;6.35;1114.15;120.68;183.98;63.33;18.21;28.71;24.69;2;1;1;5;3
5188;10.06.2013;54.92;4.78;692.96;102.9;149.24;46.33;11.89;52.35;17.75;2;0;1;5;3
5189;9.06.2013;46.31;8.01;1135.29;70.58;86.26;15.68;13.9;43.67;16.08;2;1;0;5;3
5190;8.06.2013;56.09;8.78;1155.41;75.92;92.75;16.82;15.22;41.62;16.04;2;1;0;5;3
5191;7.06.2013;44.14;6.69;1689.46;71.82;85.59;13.77;15.8;32.83;13.55;2;1;1;5;3
5192;7.06.2013;67.16;8.06;721.36;110.05;164.1;54.04;11.82;46.13;22.58;2;0;1;5;3
5193;6.06.2013;42.56;11.05;926.1;93.01;118.04;25.05;14.02;36.96;13.75;2;1;1;5;3
5194;6.06.2013;72.76;11.56;714.61;116.99;183.79;66.79;12.18;52.16;21.96;2;0;1;5;3
5195;4.06.2013;51.1;6.06;589.29;113.7;157.98;44.27;11.59;41.94;21.65;2;0;1;5;3
5196;2.06.2013;137.83;3.33;1302.09;58.77;82.49;23.72;18.16;29.2;24.97;2;1;0;5;3
5197;2.06.2013;105.45;9.61;704.83;110.71;189.31;78.55;13.12;37.26;50.17;2;0;0;5;3
5198;30.05.2013;168.23;6.46;1097.65;128.11;258.3;130.23;17.78;26.89;105.36;2;1;1;4;0
5199;30.05.2013;82.49;10.42;419.15;143.34;279.38;136.09;14.14;38.32;44.1;2;0;1;4;0
5200;29.05.2013;60;4.32;1126.3;85.87;112.45;26.56;17.11;27.64;34.53;2;1;1;4;0
5201;27.05.2013;45.36;5.76;905.79;78.52;103.97;25.46;16.66;30.01;27.03;2;1;1;4;0
5202;26.05.2013;47.62;7.86;792.61;114.58;177.67;63.12;16.96;27.36;32.86;2;1;0;4;0
5203;25.05.2013;63.78;7.35;890.13;125.26;214.1;88.87;16.51;29.86;42.05;2;1;0;4;0
5204;25.05.2013;81.81;15.46;237.04;172.97;239.15;66.16;13.01;43.86;41.67;2;0;0;4;0
5205;24.05.2013;117.7;9.44;360.61;107.35;133.76;26.45;18.25;26.68;81.02;2;1;1;4;0
5206;18.05.2013;97.05;6.27;509.86;81.29;99.42;18.15;17.32;34.34;71.65;2;1;0;4;0
5207;18.05.2013;93.95;11.9;1102.23;139.82;229.43;89.6;13.54;52.12;54.81;2;0;0;4;0
5208;16.05.2013;88.89;7.46;960.71;100.45;187.07;86.59;10.32;58;43.68;2;0;1;4;0
5209;14.05.2013;37.18;12.66;616.39;97.55;129.69;32.14;10.6;60.01;22.1;2;0;1;4;0
5210;12.05.2013;40.05;5.71;649.67;100.56;129.08;28.54;13.43;46.91;27.09;2;1;0;4;0
5211;11.05.2013;79.73;3.65;746.3;98.55;159.36;60.78;11.1;59.97;31.68;2;0;0;4;0
5212;10.05.2013;73.56;5.79;805.83;108.67;146.23;37.62;13.42;49.73;37.86;2;1;1;4;0
5213;10.05.2013;59.34;6.16;562.03;70.89;85.89;15;13.4;37.25;30.32;2;0;1;4;0
5214;9.05.2013;52.13;0.82;758.71;87.79;134.52;46.74;16.79;26.37;29.22;2;1;1;4;0
5215;8.05.2013;41.18;6.55;462.51;59.55;67.49;7.94;17.07;26.11;26.03;2;1;1;4;0
5216;7.05.2013;72.95;2.5;520.35;75.23;91.44;16.2;13.48;40.79;34.71;2;0;1;4;0
5217;6.05.2013;66.68;7.61;553.26;69.69;82.07;12.38;12.93;36.73;37.32;2;0;1;4;0
5218;5.05.2013;64.17;2.32;614.56;69.53;81.33;11.8;17.51;25.93;41.04;2;1;0;4;0
5219;5.05.2013;97.56;3.14;727.27;118.5;163.2;44.68;13.46;36.31;43.19;2;0;0;4;0
5220;4.05.2013;101.62;8.88;760.32;104.94;148.39;43.44;13.4;39.09;41.15;2;0;0;4;0
5221;3.05.2013;41.71;3.41;427.31;49.17;56.88;7.7;13.91;36.96;13.83;2;0;1;4;0
5222;2.05.2013;87.64;7.73;752.24;96.57;136.27;39.68;13.68;41.5;35.77;2;0;1;4;0
5223;1.05.2013;49.99;1.1;749.23;82.64;106.16;23.55;17.56;28.17;20.38;2;1;1;4;0
5224;1.05.2013;49.65;3.14;519.87;66.41;81.62;15.2;13.48;35.6;21.39;2;0;1;4;0
5225;30.04.2013;51.96;6.69;531.75;64.79;73.42;8.63;17.44;29.9;18.09;2;1;1;3;0
5226;30.04.2013;135.49;8.36;769.66;86.84;126.83;39.97;13.56;41.29;52.86;2;0;1;3;0
5227;29.04.2013;89.09;3.09;982.38;104.41;182.32;77.93;17.7;28.32;29.8;2;1;1;3;0
5228;29.04.2013;120.85;2.67;815.16;101.75;151.63;49.86;12.43;42.74;46.29;2;0;1;3;0
5229;28.04.2013;74.99;5.88;997.84;102.84;172.2;69.37;16.84;30.87;29.26;2;1;0;3;0
5230;28.04.2013;120.3;8.42;854.8;95.77;144.55;48.76;11.79;44.94;44.52;2;0;0;3;0
5231;27.04.2013;75.46;5.39;869.81;82.52;123.15;40.73;15.81;32.64;29.17;2;1;0;3;0
5232;27.04.2013;105.12;3.26;796.31;82.44;127.32;44.86;11.16;44.78;42.22;2;0;0;3;0
5233;26.04.2013;150.74;8.24;834.26;84.55;140.59;56.02;9.83;43.92;49.2;2;0;1;3;0
5234;25.04.2013;78.61;1.95;1090.39;74.17;159.5;85.36;13.86;29.24;27.81;2;1;1;3;0
5235;25.04.2013;148.38;2.4;956.39;83.05;161.79;78.72;8.93;39.45;52.42;2;0;1;3;0
5236;24.04.2013;51.4;6.15;587.68;74.16;121.35;47.19;13.4;25.48;22.58;2;1;1;3;0
5237;24.04.2013;137.5;9.59;1116.9;72.65;172.72;100.04;8.42;47.19;61.39;2;0;1;3;0
5238;23.04.2013;69.65;7.14;1230.92;80.99;196.33;115.37;12.38;32.63;35.02;2;1;1;3;0
5239;23.04.2013;88.46;2.75;977.44;77.77;124.22;46.45;7.69;52.62;43.99;2;0;1;3;0
5240;22.04.2013;54.64;3.75;622.08;77.08;102.97;25.88;10.16;45.09;23.67;2;1;1;3;0
5241;22.04.2013;62.1;15.84;898.08;70.01;122.49;52.47;7.92;53.45;30.03;2;0;1;3;0
5242;21.04.2013;50.54;12.63;676.06;68.09;91.53;23.45;9.62;42.48;22.29;2;1;0;3;0
5243;21.04.2013;42.36;7.68;532.2;58.65;75.16;16.5;7.54;50.12;21.96;2;0;0;3;0
5244;20.04.2013;42.33;5.21;647.62;36.45;48.51;12.05;8.5;54.91;21.65;2;0;0;3;0
5245;19.04.2013;41.05;5.88;927.45;65.03;101.58;36.57;10.59;44.2;18.18;2;1;1;3;0
5246;19.04.2013;45.57;3.74;715.12;47.29;68.5;21.21;6.95;54.8;22.47;2;0;1;3;0
5247;17.04.2013;39.58;5.34;685.48;53.93;72.43;18.5;8.03;48.37;19.54;2;1;1;3;0
5248;15.04.2013;33.79;6.48;723.22;65.82;82.56;16.74;8.79;59.3;20.02;2;1;1;3;0
5249;15.04.2013;40.13;7.34;637.68;52.31;66.52;14.21;8.94;62.64;20.87;2;0;1;3;0
5250;14.04.2013;61.21;6.84;526.06;65.11;84.11;19;12.06;46.35;27.14;2;1;0;3;0
5251;14.04.2013;128.72;7.61;1018.29;73.6;147.66;74.04;9.55;48.66;49.53;2;0;0;3;0
5252;13.04.2013;75.77;4.58;1136.63;86.2;185.65;99.47;13.11;34.47;29.23;2;1;0;3;0
5253;13.04.2013;119.87;8.92;954.79;85.76;151.58;65.81;8.23;46.06;47.64;2;0;0;3;0
5254;12.04.2013;62.12;9.61;916.32;90.27;179.12;88.87;11.24;34.05;27.46;2;1;1;3;0
5255;12.04.2013;88.44;9.91;986.04;88.7;152.82;64.1;7.55;55.09;38.43;2;0;1;3;0
5256;11.04.2013;37.38;5.71;662.71;66.6;91.93;25.34;10.51;41.93;18.77;2;1;1;3;0
5257;11.04.2013;61.19;14.71;1007.94;84.06;147.27;63.2;8.48;51.71;34.18;2;0;1;3;0
5258;10.04.2013;46.8;8.59;888.08;81.83;140.43;58.61;9.87;41.64;21.57;2;1;1;3;0
5259;10.04.2013;24.02;7.79;611.6;50.54;78.96;28.42;7.01;64.23;16.47;2;0;1;3;0
5260;9.04.2013;33.12;4.17;645.63;57.36;82.74;25.38;10.07;49.2;16.3;2;1;1;3;0
5261;9.04.2013;26.87;11.28;541.6;47.57;77.68;30.11;7.57;58.82;11.76;2;0;1;3;0
5262;8.04.2013;210.13;5.26;523.43;73.39;97.71;24.31;9.7;51.84;84.97;2;1;1;3;0
5263;8.04.2013;155.3;3.47;433.41;50.83;69.31;18.48;11.29;37.14;64.09;2;0;1;3;0
5264;7.04.2013;124.84;3.26;459.52;60.36;92.05;31.69;16.29;28.11;49.63;2;1;0;3;0
5265;7.04.2013;297.87;5.77;903.12;64.7;139.9;75.18;12.72;40.59;119.54;2;0;0;3;0
5266;6.04.2013;162.78;5.11;951.45;80.67;203.59;122.94;15.85;30.1;62.09;2;1;0;3;0
