Tarih;PM10;SO2;CO;NO2;NOX;NO;PM25;IstasyonTipi;Haftasonu/Haftaici;Ay;Yil
;;;;;;;;;;;
;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;#REF!;;;;
3.09.2012;112,93;8,61;820,18;47,33;57,66;10,34;6,29;Trafik;Haftaici;9;2012
2.09.2012;142,68;11,55;836,71;38,67;45,52;6,86;4,89;Trafik;Haftasonu ;9;2012
1.09.2012;63,84;11,56;720,66;44,03;53,07;9,04;6,8;Trafik;Haftasonu ;9;2012
31.08.2012;218,54;13,02;797,22;49,37;56,45;7,09;4,56;Trafik;Haftaici;8;2012
30.08.2012;93,53;7,35;973,81;43,39;64,85;21,47;5,1;Trafik;Haftaici;8;2012
29.08.2012;75,79;10,45;865,91;54,48;63,25;8,77;4,51;Trafik;Haftaici;8;2012
28.08.2012;165,8;13,56;905,6;51,96;58,39;6,43;7,9;Trafik;Haftaici;8;2012
27.08.2012;251,86;8,02;866,71;87,93;107,92;19,98;12,65;Trafik;Haftaici;8;2012
26.08.2012;305,1;19,13;1638,74;95,85;228,73;132,91;12,27;Trafik;Haftasonu ;8;2012
25.08.2012;128,84;13,42;1187,1;55,88;118,86;62,99;5,81;Trafik;Haftasonu ;8;2012
24.08.2012;62,4;18,14;961,29;52,39;86,62;34,24;3,4;Trafik;Haftaici;8;2012
23.08.2012;55,51;13,47;766,29;42,69;61,19;18,51;3,55;Trafik;Haftaici;8;2012
22.08.2012;113,78;17,33;849,26;28;33,69;5,69;4,46;Trafik;Haftaici;8;2012
21.08.2012;15,51;14,01;886,59;33,96;44,4;10,45;6,1;Trafik;Haftaici;8;2012
20.08.2012;15,82;13,65;825,29;22,06;27,73;5,67;6,04;Trafik;Haftaici;8;2012
19.08.2012;12,71;12,81;808,17;30,76;36,47;5,71;5,68;Trafik;Haftasonu ;8;2012
18.08.2012;14,56;13,32;757,53;30,04;35,77;5,73;5,64;Trafik;Haftasonu ;8;2012
17.08.2012;16,66;8,18;826,94;40,57;46,35;5,78;5,36;Trafik;Haftaici;8;2012
16.08.2012;16,14;11,71;883,48;48,24;54,11;5,87;5,88;Trafik;Haftaici;8;2012
15.08.2012;14,39;5,96;909,96;59,95;73,74;13,79;5,65;Trafik;Haftaici;8;2012
14.08.2012;14,76;8,11;819,44;56,84;63,65;6,81;4,95;Trafik;Haftaici;8;2012
13.08.2012;13,61;12,97;851,27;58,75;66,86;8,11;7,24;Trafik;Haftaici;8;2012
12.08.2012;142,15;;942,14;63,29;71,79;8,51;6,71;Trafik;Haftasonu ;8;2012
11.08.2012;231,17;12,44;830;32,43;38,34;5,92;8,14;Trafik;Haftasonu ;8;2012
10.08.2012;145,68;7;776,17;32,72;38,4;5,67;6,3;Trafik;Haftaici;8;2012
9.08.2012;169,15;11,75;900,67;34,39;40,46;6,07;5,6;Trafik;Haftaici;8;2012
8.08.2012;128,9;5,59;861,13;52,62;59,93;7,31;11,55;Trafik;Haftaici;8;2012
7.08.2012;171,22;9,01;875,73;51,46;58,81;7,34;11,51;Trafik;Haftaici;8;2012
6.08.2012;135,72;9,16;827;52,13;58,88;6,76;10,73;Trafik;Haftaici;8;2012
5.08.2012;93,17;9,65;915,42;54,82;66,41;11,6;7,3;Trafik;Haftasonu ;8;2012
4.08.2012;114,16;12,95;867,94;60,07;68,04;7,98;9,48;Trafik;Haftasonu ;8;2012
3.08.2012;241,37;9,8;993,32;74,84;93,58;18,75;14,79;Trafik;Haftaici;8;2012
2.08.2012;163,99;15,44;863,92;76,71;86,08;9,37;9,93;Trafik;Haftaici;8;2012
1.08.2012;170,89;9,9;1081,31;95,13;127,18;32,05;;Trafik;Haftaici;8;2012
31.07.2012;80,55;14,75;808,69;50,52;57,52;7,01;;Trafik;Haftaici;7;2012
30.07.2012;117,74;9,85;843,52;54,78;60,66;5,88;;Trafik;Haftaici;7;2012
29.07.2012;129,34;12,61;858,95;44,75;50,44;5,69;;Trafik;Haftasonu ;7;2012
28.07.2012;186,94;11,69;757,66;33,35;39,14;5,79;;Trafik;Haftasonu ;7;2012
27.07.2012;176,99;10,87;812,65;76,77;86,52;9,74;;Trafik;Haftaici;7;2012
26.07.2012;216,67;7,76;954,8;100,43;140,01;39,57;;Trafik;Haftaici;7;2012
25.07.2012;190,33;11,03;993,68;69,61;132,93;63,32;;Trafik;Haftaici;7;2012
24.07.2012;157,65;5,5;791,54;54,36;64,85;10,49;;Trafik;Haftaici;7;2012
23.07.2012;156,4;8,71;1013,13;79,38;93,59;14,23;;Trafik;Haftaici;7;2012
22.07.2012;127,57;6,33;869,26;62,52;88,93;26,42;;Trafik;Haftasonu ;7;2012
21.07.2012;101,69;;697,76;63,38;82,43;19,04;;Trafik;Haftasonu ;7;2012
20.07.2012;223,42;9,91;1154,84;56,51;114,88;58,42;;Trafik;Haftaici;7;2012
19.07.2012;101,57;;974,9;34,69;41,16;6,48;;Trafik;Haftaici;7;2012
18.07.2012;148,83;6;1026,5;46,73;52,95;6,22;61,53;Trafik;Haftaici;7;2012
17.07.2012;108;;1705,64;48,21;55,34;7,14;;Trafik;Haftaici;7;2012
16.07.2012;;;1425,04;63,79;117,8;54,03;;Trafik;Haftaici;7;2012
15.07.2012;;40,91;;52,58;59,89;7,32;76,09;Trafik;Haftasonu ;7;2012
14.07.2012;110,09;;1269,17;51,01;57,88;6,87;;Trafik;Haftasonu ;7;2012
13.07.2012;111,54;;474,21;46,08;52,32;6,24;;Trafik;Haftaici;7;2012
12.07.2012;99,2;44,85;971,31;53,37;59,31;5,94;;Trafik;Haftaici;7;2012
11.07.2012;79,52;20,36;980,35;59,73;91,12;31,4;;Trafik;Haftaici;7;2012
10.07.2012;62,07;7,07;745,07;38,44;43,01;4,58;;Trafik;Haftaici;7;2012
9.07.2012;108,59;17,79;1196,88;44,22;58;13,44;;Trafik;Haftaici;7;2012
8.07.2012;71,7;7,48;903,82;45,44;53,43;5,23;8,18;Trafik;Haftasonu ;7;2012
7.07.2012;58,88;19,48;829,87;53,48;59,33;3,82;7,28;Trafik;Haftasonu ;7;2012
6.07.2012;86,79;6,52;797,74;47,17;53;3,81;8,57;Trafik;Haftaici;7;2012
5.07.2012;79,64;18,53;815,52;47,3;52,58;3,46;8,54;Trafik;Haftaici;7;2012
4.07.2012;98,42;6,12;849,66;65,45;88,49;15,07;11,16;Trafik;Haftaici;7;2012
3.07.2012;51,26;13,46;733,95;36,79;42,22;3,55;7,34;Trafik;Haftaici;7;2012
2.07.2012;69,26;6,8;784,04;35,44;40,51;3,31;7,87;Trafik;Haftaici;7;2012
1.07.2012;46,93;18,43;738,11;30,29;35,2;3,21;6,66;Trafik;Haftasonu ;7;2012
30.06.2012;59,89;6,85;784,11;41,06;47,4;4,14;7,56;Trafik;Haftasonu ;6;2012
29.06.2012;46,1;18,67;668,74;38,75;44,72;3,9;6,65;Trafik;Haftaici;6;2012
28.06.2012;63,7;6,39;813,29;44,02;53,35;6,1;8,5;Trafik;Haftaici;6;2012
27.06.2012;104,7;19,74;808,44;63,9;92,71;18,84;8,27;Trafik;Haftaici;6;2012
26.06.2012;136,27;6,87;876,4;78,03;113,06;22,9;13,64;Trafik;Haftaici;6;2012
25.06.2012;64,64;18,83;889,32;31,99;38,64;4,34;8,12;Trafik;Haftaici;6;2012
24.06.2012;65,55;7,69;694,65;20,99;25,69;3,07;8,24;Trafik;Haftasonu ;6;2012
23.06.2012;69,41;19,91;781,49;28,75;33,98;3,42;8;Trafik;Haftasonu ;6;2012
22.06.2012;75,9;6,46;772,45;35,29;40,74;3,56;8,75;Trafik;Haftaici;6;2012
21.06.2012;44,04;13,54;650,37;19,08;23,68;3,01;;Trafik;Haftaici;6;2012
20.06.2012;;;643,63;25,16;29,51;2,84;5,68;Trafik;Haftaici;6;2012
19.06.2012;177;13,16;752;9,81;13,78;2,6;5,79;Trafik;Haftaici;6;2012
18.06.2012;28,74;;646,73;24,23;29,85;3,68;6,13;Trafik;Haftaici;6;2012
17.06.2012;20,71;13,05;592,07;29,74;34,85;3,35;4,76;Trafik;Haftasonu ;6;2012
16.06.2012;42,33;;730,54;40,83;48,2;4,82;8,29;Trafik;Haftasonu ;6;2012
15.06.2012;52,05;12,94;884,68;60,09;73,85;8,99;7,01;Trafik;Haftaici;6;2012
14.06.2012;79,24;;738,92;69,28;104,91;23,32;7,39;Trafik;Haftaici;6;2012
13.06.2012;64,1;9,08;1219,29;66,56;98,9;21,15;5,75;Trafik;Haftaici;6;2012
12.06.2012;78,55;47,54;1780,5;113,15;200,98;57,42;5,1;Trafik;Haftaici;6;2012
11.06.2012;83,05;;1952,02;113,59;299,78;121,71;2,97;Trafik;Haftaici;6;2012
10.06.2012;31,1;44,49;1670,34;85,61;118,59;21,58;4,59;Trafik;Haftasonu ;6;2012
9.06.2012;32,87;15,3;1621,69;75,63;95,12;12,74;2,53;Trafik;Haftasonu ;6;2012
8.06.2012;25,43;37,94;1428,75;58,66;67,11;5,52;4,66;Trafik;Haftaici;6;2012
7.06.2012;28,88;11,41;1423,35;83,6;97,54;9,12;;Trafik;Haftaici;6;2012
6.06.2012;48,67;38,45;1531,05;93,5;105,64;7,93;8,41;Trafik;Haftaici;6;2012
5.06.2012;57,34;14,03;1763,71;119,17;205,69;56,56;2,05;Trafik;Haftaici;6;2012
4.06.2012;43,93;29,06;1630,63;95,91;117,79;14,31;8,58;Trafik;Haftaici;6;2012
3.06.2012;55,67;12,35;1736;84,95;113,51;18,67;1,68;Trafik;Haftasonu ;6;2012
2.06.2012;61,83;31,59;1632,64;113,55;203,01;58,48;5,02;Trafik;Haftasonu ;6;2012
1.06.2012;64,22;11,34;1075,77;110,81;203,56;60,65;;Trafik;Haftaici;6;2012
31.05.2012;48,93;28,53;871,31;115,6;163,59;31,38;;Trafik;Haftaici;5;2012
30.05.2012;54,83;10;934,54;107,02;185,85;51,54;;Trafik;Haftaici;5;2012
29.05.2012;73,29;24,49;913,58;110,79;216,72;69,25;;Trafik;Haftaici;5;2012
28.05.2012;49,84;9,68;913,23;108,92;128,23;12,62;;Trafik;Haftaici;5;2012
27.05.2012;39,06;28,49;972,92;93,6;128,15;22,58;;Trafik;Haftasonu ;5;2012
26.05.2012;39,69;10,63;836,67;92,77;162,33;45,48;;Trafik;Haftasonu ;5;2012
25.05.2012;35,51;24,58;792,39;110,89;145,49;22,62;;Trafik;Haftaici;5;2012
24.05.2012;45,96;9,12;891,61;97,57;111,56;9,14;;Trafik;Haftaici;5;2012
23.05.2012;55,2;26,4;882,32;96,75;119,92;15,16;;Trafik;Haftaici;5;2012
22.05.2012;32,26;10,77;1033,83;92,46;104,31;7,75;;Trafik;Haftaici;5;2012
21.05.2012;41,94;23,94;920,88;97,57;161,93;42,1;;Trafik;Haftaici;5;2012
20.05.2012;25,85;11,35;925,64;103,99;118,77;9,67;;Trafik;Haftasonu ;5;2012
19.05.2012;24,42;27,23;937,36;94,63;109,33;9,61;;Trafik;Haftasonu ;5;2012
18.05.2012;55,9;12,91;1018,65;97,96;155,86;37,85;;Trafik;Haftaici;5;2012
17.05.2012;64,62;22,66;1045,04;99,2;215,83;76,25;;Trafik;Haftaici;5;2012
16.05.2012;44,59;10,27;955,03;97,13;186,86;58,66;;Trafik;Haftaici;5;2012
15.05.2012;43,5;23,95;1010,88;104,15;128,51;15,93;;Trafik;Haftaici;5;2012
14.05.2012;56,49;9,6;1062,17;107,6;132,25;16,12;;Trafik;Haftaici;5;2012
13.05.2012;64,48;22,18;1075,76;108,03;173,01;42,48;;Trafik;Haftasonu ;5;2012
12.05.2012;39,64;11,16;1198,36;111,35;159,86;31,71;;Trafik;Haftasonu ;5;2012
11.05.2012;57,06;24,03;1150,84;136,72;271,33;87,99;;Trafik;Haftaici;5;2012
10.05.2012;55,87;13;1213,9;145,12;248,75;67,74;4,78;Trafik;Haftaici;5;2012
9.05.2012;37,05;23,66;1078,37;115,33;131,92;10,85;;Trafik;Haftaici;5;2012
8.05.2012;37,49;15,72;822,14;283,26;308,61;16,46;;Trafik;Haftaici;5;2012
7.05.2012;42,86;20,94;1087,47;;;;;Trafik;Haftaici;5;2012
6.05.2012;30,43;15,76;1056,86;;;;;Trafik;Haftasonu ;5;2012
5.05.2012;33,27;21,41;1013,26;;;;;Trafik;Haftasonu ;5;2012
4.05.2012;50,16;15,06;1100,19;;;;19,4;Trafik;Haftaici;5;2012
3.05.2012;27,6;;759,14;;;;;Trafik;Haftaici;5;2012
2.05.2012;417,32;;956,49;14,37;21,72;4,81;20,26;Trafik;Haftaici;5;2012
1.05.2012;12,07;38,86;936,94;14,32;21,75;4,85;;Trafik;Haftaici;5;2012
30.04.2012;24,75;;1038,95;14,31;21,74;4,85;;Trafik;Haftaici;4;2012
29.04.2012;20,06;38,04;977,6;14,35;21,79;4,86;;Trafik;Haftasonu ;4;2012
28.04.2012;24,12;;1020,09;14,39;21,76;4,82;;Trafik;Haftasonu ;4;2012
27.04.2012;31,71;28,1;931,05;14,34;21,81;4,88;;Trafik;Haftaici;4;2012
26.04.2012;32,34;;1077,92;14,32;21,8;4,89;;Trafik;Haftaici;4;2012
25.04.2012;21,96;40,9;957,43;14,36;21,93;4,95;;Trafik;Haftaici;4;2012
24.04.2012;31,82;;1049,77;14,34;21,82;4,89;;Trafik;Haftaici;4;2012
23.04.2012;17,68;34,65;943,06;14,32;21,8;4,89;;Trafik;Haftaici;4;2012
22.04.2012;24,63;;834,37;14,35;21,68;4,79;;Trafik;Haftasonu ;4;2012
21.04.2012;61,75;33,56;816,54;14,31;21,73;4,85;;Trafik;Haftasonu ;4;2012
20.04.2012;26,51;;984,83;14,31;21,88;4,95;;Trafik;Haftaici;4;2012
19.04.2012;24,84;33,27;785,3;14,33;21,78;4,87;;Trafik;Haftaici;4;2012
18.04.2012;;;674,94;14,33;21,94;4,97;188,89;Trafik;Haftaici;4;2012
17.04.2012;22,92;36,08;976,33;14,42;21,84;4,85;;Trafik;Haftaici;4;2012
16.04.2012;35,16;;919,79;14,36;21,81;4,87;;Trafik;Haftaici;4;2012
15.04.2012;31,53;31,19;846,76;14,33;21,74;4,85;;Trafik;Haftasonu ;4;2012
14.04.2012;21,09;;990,15;14,35;21,75;4,84;;Trafik;Haftasonu ;4;2012
13.04.2012;38,9;31,75;1100,46;14,32;21,8;4,89;;Trafik;Haftaici;4;2012
12.04.2012;34,34;;781,14;14,34;21,76;4,85;;Trafik;Haftaici;4;2012
11.04.2012;21,27;25,81;919,51;14,32;21,8;4,89;;Trafik;Haftaici;4;2012
10.04.2012;13,9;;869;14,3;21,82;4,91;;Trafik;Haftaici;4;2012
9.04.2012;17,33;33,19;723,51;14,33;21,69;4,81;;Trafik;Haftaici;4;2012
8.04.2012;37,53;;798,95;14,34;21,75;4,85;17,71;Trafik;Haftasonu ;4;2012
7.04.2012;51,27;34,25;952,43;14,29;21,85;4,94;;Trafik;Haftasonu ;4;2012
6.04.2012;40,3;;1006,93;14,32;21,95;4,98;;Trafik;Haftaici;4;2012
5.04.2012;58,04;34,43;1224,56;14,32;21,79;4,88;;Trafik;Haftaici;4;2012
4.04.2012;53,58;10,96;1010,87;14,34;21,87;4,92;;Trafik;Haftaici;4;2012
3.04.2012;50,48;32,53;1159,18;14,32;21,82;4,9;;Trafik;Haftaici;4;2012
2.04.2012;22;;827,79;14,38;21,69;4,78;;Trafik;Haftaici;4;2012
1.04.2012;16,36;26,83;940,86;14,35;21,7;4,8;;Trafik;Haftasonu ;4;2012
31.03.2012;37,59;;738,4;14,41;21,78;4,81;;Trafik;Haftasonu ;3;2012
30.03.2012;23,67;31,3;802,25;14,37;21,79;4,85;;Trafik;Haftaici;3;2012
29.03.2012;30,32;7,16;941,1;14,3;21,82;4,91;;Trafik;Haftaici;3;2012
28.03.2012;22,26;13,54;823,05;14,35;21,76;4,84;;Trafik;Haftaici;3;2012
27.03.2012;18,35;;799,83;14,34;21,83;4,9;;Trafik;Haftaici;3;2012
26.03.2012;35,66;29,94;1116,7;14,32;21,81;4,89;;Trafik;Haftaici;3;2012
25.03.2012;49,33;11,41;1258,91;14,36;21,86;4,9;;Trafik;Haftasonu ;3;2012
24.03.2012;52,14;34,14;1219,7;14,39;21,86;4,88;;Trafik;Haftasonu ;3;2012
23.03.2012;43,38;;1127,45;14,37;21,81;4,86;;Trafik;Haftaici;3;2012
22.03.2012;26,7;26,43;1080,94;14,37;21,83;4,87;;Trafik;Haftaici;3;2012
21.03.2012;46,71;;1272,13;14,36;21,93;4,95;;Trafik;Haftaici;3;2012
20.03.2012;84,74;33,21;1448,68;14,38;21,77;4,83;;Trafik;Haftaici;3;2012
19.03.2012;67,08;;1243,99;14,38;21,8;4,85;28,02;Trafik;Haftaici;3;2012
18.03.2012;44,03;27,33;1038,87;14,35;21,87;4,92;;Trafik;Haftasonu ;3;2012
17.03.2012;58,05;5,95;939,18;14,35;21,73;4,82;23,29;Trafik;Haftasonu ;3;2012
16.03.2012;19,74;16,86;680,35;14,33;21,8;4,88;;Trafik;Haftaici;3;2012
15.03.2012;18,17;6,06;720,79;14,38;21,7;4,78;;Trafik;Haftaici;3;2012
14.03.2012;14,5;19,23;996,21;14,35;21,76;4,84;;Trafik;Haftaici;3;2012
13.03.2012;21,9;;1084,89;14,32;21,83;4,91;;Trafik;Haftaici;3;2012
12.03.2012;49,55;10,49;1408,12;14,37;21,79;4,85;;Trafik;Haftaici;3;2012
11.03.2012;29,85;6,22;979,39;14,37;21,85;4,89;;Trafik;Haftasonu ;3;2012
10.03.2012;49,15;20,5;1070,98;14,4;21,81;4,85;;Trafik;Haftasonu ;3;2012
9.03.2012;37,27;6,25;920,16;14,35;21,74;4,83;;Trafik;Haftaici;3;2012
8.03.2012;52,76;20,34;1105,98;14,31;21,78;4,88;;Trafik;Haftaici;3;2012
7.03.2012;41,79;11,99;1005,5;14,33;21,88;4,93;;Trafik;Haftaici;3;2012
6.03.2012;41,06;15,37;953,07;14,33;21,73;4,83;;Trafik;Haftaici;3;2012
5.03.2012;33,29;14,45;1033,73;14,38;21,76;4,82;;Trafik;Haftaici;3;2012
4.03.2012;10,12;12,18;617,77;14,34;21,73;4,83;;Trafik;Haftasonu ;3;2012
3.03.2012;13,06;7;687,12;14,33;21,84;4,91;;Trafik;Haftasonu ;3;2012
2.03.2012;12,58;22,48;598,18;14,37;21,89;4,91;;Trafik;Haftaici;3;2012
1.03.2012;14,95;9,77;658,17;14,34;21,81;4,88;;Trafik;Haftaici;3;2012
29.02.2012;13,93;17,39;626,96;14,32;21,77;4,87;;Trafik;Haftaici;2;2012
28.02.2012;12,48;7,84;783,62;14,33;21,82;4,89;;Trafik;Haftaici;2;2012
27.02.2012;12,42;14,97;712,84;14,33;21,81;4,89;;Trafik;Haftaici;2;2012
26.02.2012;28,16;11,03;975,96;14,38;21,77;4,83;;Trafik;Haftasonu ;2;2012
25.02.2012;23,18;8,89;755,98;14,37;21,83;4,88;;Trafik;Haftasonu ;2;2012
24.02.2012;53,55;16,3;1132,78;14,32;21,75;4,85;29,4;Trafik;Haftaici;2;2012
23.02.2012;76,37;17,87;1236,33;14,31;21,83;4,92;42,67;Trafik;Haftaici;2;2012
22.02.2012;132,41;19,37;1790,93;14,32;21,83;4,91;79,28;Trafik;Haftaici;2;2012
21.02.2012;201,49;19,8;1285,45;14,32;21,82;4,9;58,26;Trafik;Haftaici;2;2012
20.02.2012;146,76;13,93;1056,77;14,4;21,81;4,85;51,08;Trafik;Haftaici;2;2012
19.02.2012;90,96;17,36;848,89;14,39;21,71;4,78;31,06;Trafik;Haftasonu ;2;2012
18.02.2012;69,02;8,4;844,24;14,33;21,66;4,79;24,59;Trafik;Haftasonu ;2;2012
17.02.2012;27,83;16,51;644,18;14,34;21,83;4,89;;Trafik;Haftaici;2;2012
16.02.2012;34,71;14,23;739,83;14,37;21,76;4,83;;Trafik;Haftaici;2;2012
15.02.2012;26,81;13,53;651,57;14,34;21,82;4,89;;Trafik;Haftaici;2;2012
14.02.2012;129,04;7,38;1675,82;12,51;19,24;4,4;51,41;Trafik;Haftaici;2;2012
13.02.2012;58,84;17,33;1052,28;;;;25,19;Trafik;Haftaici;2;2012
12.02.2012;805,28;9,4;1032,4;;;;26,62;Trafik;Haftasonu ;2;2012
11.02.2012;231,6;21,81;893,77;;;;15,76;Trafik;Haftasonu ;2;2012
10.02.2012;27,89;8,99;801,62;;;;;Trafik;Haftaici;2;2012
9.02.2012;32,58;16,4;853,08;;;;;Trafik;Haftaici;2;2012
8.02.2012;21,94;12,64;624,7;;;;;Trafik;Haftaici;2;2012
7.02.2012;48,26;19,84;1174,59;;;;;Trafik;Haftaici;2;2012
6.02.2012;70,94;18,55;1213,68;;;;34,27;Trafik;Haftaici;2;2012
5.02.2012;66,14;21,24;1301,13;;;;29,21;Trafik;Haftasonu ;2;2012
4.02.2012;75,49;22,49;1498,24;;;;37,94;Trafik;Haftasonu ;2;2012
3.02.2012;79,41;19,25;1392,28;;;;38,38;Trafik;Haftaici;2;2012
2.02.2012;72,11;17,13;1133,04;39,09;61,01;14,33;33,99;Trafik;Haftaici;2;2012
1.02.2012;67,58;20,22;1103,28;37,03;69,33;21,11;28,53;Trafik;Haftaici;2;2012
31.01.2012;22,38;12,64;690,74;26,74;47,91;13,84;;Trafik;Haftaici;1;2012
30.01.2012;28,06;15,82;766,34;23,38;29,99;4,33;;Trafik;Haftaici;1;2012
29.01.2012;24,25;10,53;711,45;26,27;36,68;6,81;;Trafik;Haftasonu ;1;2012
28.01.2012;38,43;14,25;961,22;34,67;59,78;16,41;;Trafik;Haftasonu ;1;2012
27.01.2012;14,91;10,09;596,27;24,28;47,28;15,03;;Trafik;Haftaici;1;2012
26.01.2012;35,37;19,24;989,6;20,72;63,37;27,87;;Trafik;Haftaici;1;2012
25.01.2012;60,78;19,26;1568,97;22,68;84,03;40,1;32,7;Trafik;Haftaici;1;2012
24.01.2012;62,92;17,15;1038,46;34,61;48,95;9,37;29,84;Trafik;Haftaici;1;2012
23.01.2012;41,81;32,98;1283,96;34,98;112,44;50,63;;Trafik;Haftaici;1;2012
22.01.2012;26,41;19,68;987,69;28,84;61,27;21,19;;Trafik;Haftasonu ;1;2012
21.01.2012;60,89;20,08;966,02;26,17;43,3;11,19;28,62;Trafik;Haftasonu ;1;2012
20.01.2012;36,67;20,17;828,26;33,68;48,33;9,57;13,47;Trafik;Haftaici;1;2012
19.01.2012;49,93;17,29;910,25;33,08;74,95;27,37;21,35;Trafik;Haftaici;1;2012
18.01.2012;39,88;21,22;888,21;34,45;68,69;22,37;;Trafik;Haftaici;1;2012
17.01.2012;75,94;17,64;1372,75;57,83;131,34;48,04;17,42;Trafik;Haftaici;1;2012
16.01.2012;34,6;59,09;669,54;21,97;42,21;20,24;;Trafik;Haftaici;1;2012
15.01.2012;25,06;29,71;447,93;15,96;28,94;12,98;;Trafik;Haftasonu ;1;2012
14.01.2012;28,13;32,05;476,57;22,33;35,41;13,08;;Trafik;Haftasonu ;1;2012
13.01.2012;34,03;36,03;652,6;18,06;42,91;24,85;;Trafik;Haftaici;1;2012
12.01.2012;27,07;44,47;555,07;13,14;21,31;8,17;;Trafik;Haftaici;1;2012
11.01.2012;40,04;56,04;549,47;14,33;21,89;7,56;13,86;Trafik;Haftaici;1;2012
10.01.2012;;78,92;556,85;3,61;13,1;9,48;16,91;Trafik;Haftaici;1;2012
9.01.2012;19,07;67,66;711,98;5,46;42,64;37,19;;Trafik;Haftaici;1;2012
8.01.2012;61,75;99,73;729,16;5,51;71,38;65,87;;Trafik;Haftasonu ;1;2012
5.01.2012;40,54;12,68;598,84;18,99;42,13;23,14;;Trafik;Haftaici;1;2012
4.01.2012;91,03;19,28;791,71;25,27;62,38;37,11;41,33;Trafik;Haftaici;1;2012
3.01.2012;97,62;15,01;953,99;24,86;77,51;52,65;44,65;Trafik;Haftaici;1;2012
2.01.2012;60,95;9,86;764,24;18,55;40,04;21,49;27,53;Trafik;Haftaici;1;2012
1.01.2012;80,84;7,74;1429,16;14,67;82,47;67,82;;Trafik;Haftasonu ;1;2012
31.12.2011;55,28;11,36;729,55;19,86;40,86;21,01;;Trafik;Haftasonu ;12;2011
30.12.2011;86,73;14,48;685,99;18,4;45,76;27,37;31,91;Trafik;Haftaici;12;2011
29.12.2011;77,8;12,5;627,5;21,61;51,9;30,28;33,79;Trafik;Haftaici;12;2011
28.12.2011;66,01;10,56;433,53;20,38;45,17;24,79;29,94;Trafik;Haftaici;12;2011
27.12.2011;61,66;11,8;612,03;16;53,98;37,99;26,45;Trafik;Haftaici;12;2011
26.12.2011;26,65;8,17;510,57;12,94;21,16;8,22;;Trafik;Haftaici;12;2011
25.12.2011;22,44;6,66;538,71;9,69;15,28;5,59;;Trafik;Haftasonu ;12;2011
24.12.2011;19,54;6,12;405,16;13,22;24,41;11,19;;Trafik;Haftasonu ;12;2011
23.12.2011;16,62;7,32;481,89;11,9;20,57;8,67;;Trafik;Haftaici;12;2011
22.12.2011;50,55;19,02;729,85;16,24;42,37;26,13;;Trafik;Haftaici;12;2011
21.12.2011;61,52;16,23;820,16;20,32;72,63;52,3;;Trafik;Haftaici;12;2011
20.12.2011;42,19;24,16;369,96;18,19;36,12;17,94;18,05;Trafik;Haftaici;12;2011
19.12.2011;40,64;27,05;662,56;17,31;36,8;19,49;;Trafik;Haftaici;12;2011
18.12.2011;15,76;32,15;392,8;11,87;20,77;8,9;;Trafik;Haftasonu ;12;2011
17.12.2011;16,79;21,54;457,36;15,25;27,23;11,99;;Trafik;Haftasonu ;12;2011
16.12.2011;81,18;19,32;797,34;19,12;54,92;35,81;;Trafik;Haftaici;12;2011
15.12.2011;137,71;28,35;1248,97;25,54;113,72;88,18;43,83;Trafik;Haftaici;12;2011
14.12.2011;151,33;30,07;1293,78;26,34;131,94;105,61;48,45;Trafik;Haftaici;12;2011
13.12.2011;122,79;24,75;1091,45;23,11;88,78;65,67;43,06;Trafik;Haftaici;12;2011
12.12.2011;155,21;28,15;1430,68;27,81;144,19;116,38;51,14;Trafik;Haftaici;12;2011
11.12.2011;95,94;23,34;1234,87;22,94;105,34;82,42;32,3;Trafik;Haftasonu ;12;2011
10.12.2011;84,92;20,21;937,01;20,2;79,74;59,54;31,03;Trafik;Haftasonu ;12;2011
9.12.2011;44,39;17,2;601,42;17,79;49,71;31,93;17,51;Trafik;Haftaici;12;2011
8.12.2011;27,35;8,74;584,11;17,95;37,45;19,49;18,38;Trafik;Haftaici;12;2011
7.12.2011;93,61;16,21;1754,45;18,71;104,53;85,82;44,97;Trafik;Haftaici;12;2011
6.12.2011;90,75;55,41;1223,16;68,67;206,37;137,7;34,84;Trafik;Haftaici;12;2011
5.12.2011;129,73;35,18;1352,8;70,86;237,24;166,38;45,86;Trafik;Haftaici;12;2011
4.12.2011;156,79;49,79;1552,74;73,85;239,38;165,53;57,04;Trafik;Haftasonu ;12;2011
3.12.2011;141,07;35,77;1373,6;72,49;237,22;164,73;46,01;Trafik;Haftasonu ;12;2011
2.12.2011;131,35;35,37;1206,01;71,29;201,72;130,43;42,94;Trafik;Haftaici;12;2011
1.12.2011;154,2;43,09;1322,69;76,34;267,87;191,54;51,32;Trafik;Haftaici;12;2011
30.11.2011;191,74;45,97;863,9;107,26;264,66;157,34;93,94;Trafik;Haftaici;11;2011
29.11.2011;162,17;35,69;820,5;;;;;Trafik;Haftaici;11;2011
28.11.2011;202,43;41,11;1937,3;;;;87,39;Trafik;Haftaici;11;2011
27.11.2011;162,84;47,4;5618,61;;;;71,71;Trafik;Haftasonu ;11;2011
26.11.2011;217,38;36,45;;;;;103,2;Trafik;Haftasonu ;11;2011
25.11.2011;175,34;27,21;;;;;82,89;Trafik;Haftaici;11;2011
24.11.2011;140,6;20,59;989,02;;;;78,05;Trafik;Haftaici;11;2011
